/src/write_csv.c,0.027975,0.027900,0.027950,0.027926,0.027952,0.027955,0.027973,0.027980,0.027943,0.027924,0.027991,0.027973,0.027962,0.028018,0.027969,0.027940,0.027967,0.027962,0.027971,0.027892,0.027871,0.027887,0.027909,0.027944,0.027882,0.027914,0.027949,0.027903,0.027918,0.027914,0.027924,0.027887,0.027875,0.027931,0.027894,0.027905,0.027925,0.028020,0.027999,0.027984,0.027965,0.028022,0.027996,0.027961,0.027980,0.027951,0.028024,0.027973,0.027973,0.027944,0.027955,0.027995,0.028002,0.027951,0.027980,0.027984,0.027969,0.027984,0.027967,0.027990,0.027962,0.027942,0.027985,0.027973,0.027992,0.027986,0.027953,0.027969,0.027988,0.028014,0.028010,0.027974,0.027964,0.027960,0.027979,0.028001,0.027996,0.028033,0.027979,0.027954,0.028056,0.028008,0.028005,0.028001,0.027964,0.027997,0.027987,0.028005,0.028007,0.027951,0.027984,0.027946,0.027979,0.028293,0.027961,0.027974,0.027978,0.027963,0.028820,0.029068,

/src/write_csv.c,0.022399,0.022306,0.022300,0.022306,0.022305,0.022881,0.022594,0.022957,0.023505,0.023794,
/src/write_csv.c,0.023202,0.025004,0.023351,0.023189,0.023179,0.023193,0.023180,0.023203,0.023190,0.023182,0.023195,0.023182,0.023195,0.023192,0.023197,0.023178,0.023192,0.023183,0.023187,0.023192,0.023207,0.023180,0.023185,0.023193,0.023190,0.023974,0.023601,0.023182,0.023229,0.023202,0.023187,0.023190,0.023192,0.023181,0.023199,0.023189,0.023238,0.023197,0.023182,0.023187,0.023191,0.023194,0.023185,0.023210,0.023190,0.023189,0.023188,0.023191,0.023204,0.023189,0.023207,0.023190,0.023189,0.023186,0.023198,0.023192,0.023201,0.023193,0.023195,0.023188,0.023187,0.023182,0.023282,0.023190,0.023198,0.023338,0.023206,0.023193,0.023190,0.023191,0.023185,0.023190,0.023201,0.023187,0.023195,0.023188,0.023193,0.023192,0.023191,0.023191,0.023196,0.023198,0.023197,0.023182,0.023183,0.023191,0.023179,0.023195,0.023251,0.023192,0.023192,0.023187,0.023189,0.023201,0.023183,0.023747,0.023849,0.023871,0.023652,0.023900,
/src/write_csv.c,0.024102,
/src/write_csv.c,0.023223,0.023218,0.023229,0.023243,0.023228,0.023227,0.023229,0.023232,0.023237,0.023221,0.023217,0.023231,0.023234,0.023233,0.023232,0.023235,0.023233,0.023228,0.023222,0.023241,0.023227,0.023234,0.023246,0.023239,0.023222,0.023346,0.023240,0.023251,0.023253,0.023225,0.023245,0.023250,0.023233,0.023224,0.023224,0.023253,0.023249,0.023249,0.023263,0.023220,0.023244,0.023268,0.023294,0.023232,0.023243,0.023225,0.023252,0.023242,0.023275,0.023266,0.023221,0.023265,0.023248,0.023243,0.023225,0.023220,0.023255,0.023761,0.023247,0.023237,0.023227,0.023248,0.023246,0.023248,0.023226,0.023237,0.023244,0.023243,0.023235,0.023248,0.023244,0.023242,0.023248,0.023245,0.023231,0.023222,0.023255,0.023252,0.023233,0.023249,0.023243,0.023242,0.023230,0.023254,0.023239,0.023245,0.023251,0.023231,0.023279,0.023228,0.023230,0.023226,0.023232,0.023221,0.023253,0.023238,0.023224,0.023226,0.023613,0.024293,
/src/write_csv.c,0.022305,0.022321,0.022321,0.022320,0.022307,0.022318,0.022312,0.022317,0.022324,0.022312,0.022365,0.022329,0.022326,0.022307,0.022322,0.022317,0.022309,0.022296,0.022320,0.022310,0.022321,0.022413,0.022311,0.022315,0.022315,0.022320,0.022317,0.022302,0.022295,0.022313,0.022347,0.022318,0.022326,0.022326,0.022318,0.022311,0.028468,0.027111,0.022323,0.022313,0.022314,0.022311,0.022310,0.022307,0.022308,0.022307,0.022304,0.022325,0.022318,0.022302,0.022308,0.022330,0.022304,0.022307,0.022332,0.022316,0.022303,0.022319,0.022320,0.022318,0.022307,0.022318,0.022323,0.022330,0.022313,0.022315,0.022315,0.022422,0.022316,0.022310,0.022312,0.022317,0.022311,0.022319,0.022314,0.022312,0.022378,0.022305,0.022314,0.022320,0.022320,0.022388,0.022329,0.022490,0.022322,0.022331,0.022332,0.022308,0.022325,0.022312,0.022321,0.022322,0.022991,0.025696,0.031063,0.023003,0.022314,0.022318,0.023196,0.023397,
/src/write_csv.c,0.022462,0.022576,0.022995,0.022343,0.022523,0.023789,0.023085,0.022363,0.022335,0.022356,0.022362,0.022404,0.022562,0.022866,0.023112,0.022326,0.022331,0.022355,0.022475,0.022509,0.022902,0.022341,0.022331,0.022376,0.022417,0.022338,0.022348,0.022335,0.022348,0.022378,0.022327,0.022962,0.022506,0.022623,0.022451,0.022333,0.022339,0.022717,0.022328,0.022518,0.022698,0.022556,0.022983,0.022500,0.022919,0.022664,0.023060,0.022598,0.022622,0.022334,0.022972,0.022972,0.022977,0.022907,0.022992,0.022525,0.023006,0.022985,0.022989,0.022985,0.022986,0.022992,0.022988,0.023124,0.022970,0.022983,0.023244,0.022985,0.022995,0.022965,0.023008,0.022832,0.022986,0.022576,0.022994,0.023010,0.023030,0.022993,0.022966,0.022980,0.023004,0.022985,0.022970,0.023155,0.023053,0.023049,0.022991,0.023027,0.022976,0.022979,0.022971,0.022982,0.023005,0.022977,0.023005,0.022982,0.022994,0.022977,0.023561,0.023867,
/src/write_csv.c,0.037749,0.037922,0.038201,0.038149,0.037980,0.038014,0.037929,0.038041,0.038029,0.038280,0.037974,0.037851,0.037692,0.037808,0.037892,0.038264,0.037824,0.037509,0.037986,0.038402,0.037836,0.038311,0.037701,0.037634,0.038201,0.037835,0.037844,0.037557,0.037575,0.037561,0.037851,0.038197,0.037880,0.037651,0.037537,0.037863,0.037681,0.037517,0.038134,0.037528,0.038368,0.037854,0.037722,0.038845,0.041128,0.037600,0.037674,0.038208,0.037695,0.037560,0.037650,0.038051,0.037568,0.038041,0.037663,0.038098,0.037568,0.037913,0.037556,0.038061,0.037737,0.037640,0.037553,0.038126,0.037754,0.037808,0.037985,0.037949,0.037675,0.038012,0.038035,0.037646,0.037922,0.038022,0.037982,0.037905,0.038109,0.037746,0.038374,0.038211,0.038227,0.038370,0.038282,0.038703,0.038391,0.038794,0.038573,0.038649,0.038631,0.038642,0.038806,0.038613,0.038585,0.038849,0.038616,0.038602,0.038844,0.039500,0.038652,0.039749,
/src/write_csv.c,0.038923,0.038622,0.038591,0.038587,0.038492,0.038850,0.038472,0.038573,0.038574,0.038925,0.039155,0.039182,0.045000,0.041002,0.039380,0.039764,0.044923,0.041027,0.040283,0.039913,0.041548,0.043746,0.059485,0.040844,0.039724,0.040408,0.040003,0.039884,0.039895,0.038715,0.040442,0.040082,0.039935,0.039653,0.040325,0.039925,0.038554,0.038165,0.037841,0.039304,0.039022,0.038101,0.037985,0.037895,0.038663,0.039960,0.039339,0.038699,0.037987,0.038078,0.037810,0.037651,0.038158,0.037487,0.038123,0.038190,0.037489,0.038033,0.037815,0.037858,0.037834,0.037915,0.038132,0.037948,0.037759,0.037885,0.038021,0.037741,0.038138,0.038068,0.038154,0.038005,0.037897,0.037909,0.038297,0.037772,0.039204,0.037964,0.038591,0.038037,0.038529,0.037847,0.038665,0.038268,0.038534,0.038509,0.037878,0.038701,0.038714,0.038144,0.038834,0.038674,0.039776,0.038731,0.038777,0.038956,0.039038,0.039275,0.038782,0.039423,
